Jira.Project,Execution.Key,Test Cycle.Key,,Test Cycle.Name,Test Case.Key,Test Case.Name
EI,EI-E1207,EI-R26,Khyne,Edge_Teacher_Question,EI-T547,[Question] Omitting the required field 'file' is rejected when attempting to upload an image to embed in a question
EI,EI-E1208,EI-R26,Khyne,Edge_Teacher_Question,EI-T532,[Question] Parallel creation requests are handled without data corruption
EI,EI-E1209,EI-R26,Khyne,Edge_Teacher_Question,EI-T550,[Question] Script payload in 'file' is neutralised when attempting to upload an image to embed in a question
EI,EI-E1210,EI-R26,Khyne,Edge_Teacher_Question,EI-T528,[Question] Unknown 'assignment_types' filter value returns no matches when attempting to fetch all staff questions accessible to me
EI,EI-E1211,EI-R26,Khyne,Edge_Teacher_Question,EI-T541,[Question] Unknown question identifier returns not found when attempting to delete a specific question by its ID
EI,EI-E1212,EI-R26,Khyne,Edge_Teacher_Question,EI-T535,[Question] Unknown question identifier returns not found when attempting to fetch a specific question by its ID
EI,EI-E1213,EI-R26,Khyne,Edge_Teacher_Question,EI-T537,[Question] Unknown question identifier returns not found when attempting to update a specific question by its ID
EI,EI-E1214,EI-R26,Khyne,Edge_Teacher_Question,EI-T527,[Question] Unknown teacher identifier returns not found when attempting to fetch all questions accessible to me
EI,EI-E1215,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T566,[Question-Import] Another account's job cannot be reached when attempting to approve a reviewed import and create the questions
EI,EI-E1216,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T556,[Question-Import] Duplicate submission does not create a duplicate question import
EI,EI-E1217,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T557,"[Question-Import] Expired bearer token is rejected when attempting to add a single question by pasting it, and start an import job"
EI,EI-E1218,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T565,[Question-Import] Expired bearer token is rejected when attempting to approve a reviewed import and create the questions
EI,EI-E1219,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T553,[Question-Import] Expired bearer token is rejected when attempting to upload a question file and start an import job
EI,EI-E1220,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T552,[Question-Import] Interrupted upload leaves no orphaned asset when attempting to upload a question file and start an import job
EI,EI-E1221,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T563,[Question-Import] Malformed job identifier is rejected when attempting to approve a reviewed import and create the questions
EI,EI-E1222,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T559,[Question-Import] Malformed job identifier is rejected when attempting to retrieve progress and per-row errors for an import job
EI,EI-E1223,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T561,[Question-Import] Malformed job identifier is rejected when attempting to retrieve proposed questions for review
EI,EI-E1224,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T551,[Question-Import] Omitting the required field 'question_type' is rejected when attempting to upload a question file and start an import job
EI,EI-E1225,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T555,"[Question-Import] Omitting the required field 'text' is rejected when attempting to add a single question by pasting it, and start an import job"
EI,EI-E1226,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T554,[Question-Import] Script payload in 'question_type' is neutralised when attempting to upload a question file and start an import job
EI,EI-E1227,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T558,"[Question-Import] Script payload in 'text' is neutralised when attempting to add a single question by pasting it, and start an import job"
EI,EI-E1228,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T564,[Question-Import] Unknown job identifier returns not found when attempting to approve a reviewed import and create the questions
EI,EI-E1229,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T560,[Question-Import] Unknown job identifier returns not found when attempting to retrieve progress and per-row errors for an import job
EI,EI-E1230,EI-R27,Paul,Edge_Teacher_Question-Import,EI-T562,[Question-Import] Unknown job identifier returns not found when attempting to retrieve proposed questions for review
EI,EI-E1325,EI-R29,Jim,Edge_Teacher_Assignments,EI-T616,[Assignments] Another account's submission cannot be reached when attempting to approve a pending late submission
EI,EI-E1326,EI-R29,Jim,Edge_Teacher_Assignments,EI-T568,[Assignments] Duplicate submission does not create a duplicate assignment
EI,EI-E1327,EI-R29,Jim,Edge_Teacher_Assignments,EI-T574,[Assignments] Duplicate submission does not create a duplicate assignment (2)
EI,EI-E1328,EI-R29,Jim,Edge_Teacher_Assignments,EI-T578,[Assignments] Empty result set is returned correctly when attempting to fetch all staff created assignments
EI,EI-E1329,EI-R29,Jim,Edge_Teacher_Assignments,EI-T602,[Assignments] Expired bearer token is rejected when attempting to add a new comment on a student's answer to a specific question
EI,EI-E1330,EI-R29,Jim,Edge_Teacher_Assignments,EI-T615,[Assignments] Expired bearer token is rejected when attempting to approve a pending late submission
EI,EI-E1331,EI-R29,Jim,Edge_Teacher_Assignments,EI-T569,[Assignments] Expired bearer token is rejected when attempting to create a new assignment
EI,EI-E1332,EI-R29,Jim,Edge_Teacher_Assignments,EI-T575,[Assignments] Expired bearer token is rejected when attempting to create a new assignment on behalf of staff
EI,EI-E1333,EI-R29,Jim,Edge_Teacher_Assignments,EI-T593,[Assignments] Expired bearer token is rejected when attempting to delete a specific assignment
EI,EI-E1334,EI-R29,Jim,Edge_Teacher_Assignments,EI-T610,[Assignments] Expired bearer token is rejected when attempting to delete my comment on a student's answer to a specific question
EI,EI-E1335,EI-R29,Jim,Edge_Teacher_Assignments,EI-T577,[Assignments] Expired bearer token is rejected when attempting to fetch all staff created assignments
EI,EI-E1336,EI-R29,Jim,Edge_Teacher_Assignments,EI-T589,[Assignments] Expired bearer token is rejected when attempting to override a question's point value for this assignment only
EI,EI-E1337,EI-R29,Jim,Edge_Teacher_Assignments,EI-T619,[Assignments] Expired bearer token is rejected when attempting to reject a pending late submission
EI,EI-E1338,EI-R29,Jim,Edge_Teacher_Assignments,EI-T585,[Assignments] Expired bearer token is rejected when attempting to update an existing assignment's details
EI,EI-E1339,EI-R29,Jim,Edge_Teacher_Assignments,EI-T606,[Assignments] Expired bearer token is rejected when attempting to update my existing comment on a student's answer to a specific question
EI,EI-E1340,EI-R29,Jim,Edge_Teacher_Assignments,EI-T591,[Assignments] Malformed assignment identifier is rejected when attempting to delete a specific assignment
EI,EI-E1341,EI-R29,Jim,Edge_Teacher_Assignments,EI-T579,[Assignments] Malformed assignment identifier is rejected when attempting to fetch all staff created assignments
EI,EI-E1342,EI-R29,Jim,Edge_Teacher_Assignments,EI-T581,[Assignments] Malformed assignment identifier is rejected when attempting to fetch my created assignment
EI,EI-E1343,EI-R29,Jim,Edge_Teacher_Assignments,EI-T611,[Assignments] Malformed assignment identifier is rejected when attempting to list pending late submissions for a given assignment
EI,EI-E1344,EI-R29,Jim,Edge_Teacher_Assignments,EI-T608,[Assignments] Malformed class code identifier is rejected when attempting to delete my comment on a student's answer to a specific question
EI,EI-E1345,EI-R29,Jim,Edge_Teacher_Assignments,EI-T598,[Assignments] Malformed class code identifier is rejected when attempting to fetch a specific student's submission for an assignment
EI,EI-E1346,EI-R29,Jim,Edge_Teacher_Assignments,EI-T571,[Assignments] Malformed class code identifier is rejected when attempting to fetch all my created assignments
EI,EI-E1347,EI-R29,Jim,Edge_Teacher_Assignments,EI-T594,[Assignments] Malformed class code identifier is rejected when attempting to get analytics for a specific assignment
EI,EI-E1348,EI-R29,Jim,Edge_Teacher_Assignments,EI-T596,[Assignments] Malformed class code identifier is rejected when attempting to get item analysis analytics for a specific assignment
EI,EI-E1349,EI-R29,Jim,Edge_Teacher_Assignments,EI-T613,[Assignments] Malformed submission identifier is rejected when attempting to approve a pending late submission
EI,EI-E1350,EI-R29,Jim,Edge_Teacher_Assignments,EI-T600,[Assignments] Omitting the required field 'comment' is rejected when attempting to add a new comment on a student's answer to a specific question
EI,EI-E1351,EI-R29,Jim,Edge_Teacher_Assignments,EI-T604,[Assignments] Omitting the required field 'comment' is rejected when attempting to update my existing comment on a student's answer to a specific question
EI,EI-E1352,EI-R29,Jim,Edge_Teacher_Assignments,EI-T587,[Assignments] Omitting the required field 'points' is rejected when attempting to override a question's point value for this assignment only
EI,EI-E1353,EI-R29,Jim,Edge_Teacher_Assignments,EI-T617,[Assignments] Omitting the required field 'reason' is rejected when attempting to reject a pending late submission
EI,EI-E1354,EI-R29,Jim,Edge_Teacher_Assignments,EI-T567,[Assignments] Omitting the required field 'semester' is rejected when attempting to create a new assignment
EI,EI-E1355,EI-R29,Jim,Edge_Teacher_Assignments,EI-T573,[Assignments] Omitting the required field 'semester' is rejected when attempting to create a new assignment on behalf of staff
EI,EI-E1356,EI-R29,Jim,Edge_Teacher_Assignments,EI-T583,[Assignments] Omitting the required field 'semester' is rejected when attempting to update an existing assignment's details
EI,EI-E1357,EI-R29,Jim,Edge_Teacher_Assignments,EI-T603,[Assignments] Script payload in 'comment' is neutralised when attempting to add a new comment on a student's answer to a specific question
EI,EI-E1358,EI-R29,Jim,Edge_Teacher_Assignments,EI-T607,[Assignments] Script payload in 'comment' is neutralised when attempting to update my existing comment on a student's answer to a specific question
EI,EI-E1359,EI-R29,Jim,Edge_Teacher_Assignments,EI-T590,[Assignments] Script payload in 'points' is neutralised when attempting to override a question's point value for this assignment only
EI,EI-E1360,EI-R29,Jim,Edge_Teacher_Assignments,EI-T620,[Assignments] Script payload in 'reason' is neutralised when attempting to reject a pending late submission
EI,EI-E1361,EI-R29,Jim,Edge_Teacher_Assignments,EI-T570,[Assignments] Script payload in 'semester' is neutralised when attempting to create a new assignment
EI,EI-E1362,EI-R29,Jim,Edge_Teacher_Assignments,EI-T576,[Assignments] Script payload in 'semester' is neutralised when attempting to create a new assignment on behalf of staff
EI,EI-E1363,EI-R29,Jim,Edge_Teacher_Assignments,EI-T586,[Assignments] Script payload in 'semester' is neutralised when attempting to update an existing assignment's details
EI,EI-E1364,EI-R29,Jim,Edge_Teacher_Assignments,EI-T592,[Assignments] Unknown assignment identifier returns not found when attempting to delete a specific assignment
EI,EI-E1365,EI-R29,Jim,Edge_Teacher_Assignments,EI-T580,[Assignments] Unknown assignment identifier returns not found when attempting to fetch all staff created assignments
EI,EI-E1366,EI-R29,Jim,Edge_Teacher_Assignments,EI-T582,[Assignments] Unknown assignment identifier returns not found when attempting to fetch my created assignment
EI,EI-E1367,EI-R29,Jim,Edge_Teacher_Assignments,EI-T612,[Assignments] Unknown assignment identifier returns not found when attempting to list pending late submissions for a given assignment
EI,EI-E1368,EI-R29,Jim,Edge_Teacher_Assignments,EI-T588,[Assignments] Unknown assignment identifier returns not found when attempting to override a question's point value for this assignment only
EI,EI-E1369,EI-R29,Jim,Edge_Teacher_Assignments,EI-T584,[Assignments] Unknown assignment identifier returns not found when attempting to update an existing assignment's details
EI,EI-E1370,EI-R29,Jim,Edge_Teacher_Assignments,EI-T601,[Assignments] Unknown class code identifier returns not found when attempting to add a new comment on a student's answer to a specific question
EI,EI-E1371,EI-R29,Jim,Edge_Teacher_Assignments,EI-T609,[Assignments] Unknown class code identifier returns not found when attempting to delete my comment on a student's answer to a specific question
EI,EI-E1372,EI-R29,Jim,Edge_Teacher_Assignments,EI-T599,[Assignments] Unknown class code identifier returns not found when attempting to fetch a specific student's submission for an assignment
EI,EI-E1373,EI-R29,Jim,Edge_Teacher_Assignments,EI-T572,[Assignments] Unknown class code identifier returns not found when attempting to fetch all my created assignments
EI,EI-E1374,EI-R29,Jim,Edge_Teacher_Assignments,EI-T595,[Assignments] Unknown class code identifier returns not found when attempting to get analytics for a specific assignment
EI,EI-E1375,EI-R29,Jim,Edge_Teacher_Assignments,EI-T597,[Assignments] Unknown class code identifier returns not found when attempting to get item analysis analytics for a specific assignment
EI,EI-E1376,EI-R29,Jim,Edge_Teacher_Assignments,EI-T605,[Assignments] Unknown class code identifier returns not found when attempting to update my existing comment on a student's answer to a specific question
EI,EI-E1377,EI-R29,Jim,Edge_Teacher_Assignments,EI-T614,[Assignments] Unknown submission identifier returns not found when attempting to approve a pending late submission
EI,EI-E1378,EI-R29,Jim,Edge_Teacher_Assignments,EI-T618,[Assignments] Unknown submission identifier returns not found when attempting to reject a pending late submission
EI,EI-E1379,EI-R30,,Edge_Teacher_Theme,EI-T624,[Theme] Duplicate submission does not create a duplicate theme
EI,EI-E1380,EI-R30,,Edge_Teacher_Theme,EI-T622,[Theme] Empty result set is returned correctly when attempting to get current profile theme information
EI,EI-E1381,EI-R30,,Edge_Teacher_Theme,EI-T625,[Theme] Expired bearer token is rejected when attempting to apply a new theme to profile
EI,EI-E1382,EI-R30,,Edge_Teacher_Theme,EI-T632,[Theme] Expired bearer token is rejected when attempting to delete theme and revert to default
EI,EI-E1383,EI-R30,,Edge_Teacher_Theme,EI-T621,[Theme] Expired bearer token is rejected when attempting to get current profile theme information
EI,EI-E1384,EI-R30,,Edge_Teacher_Theme,EI-T629,[Theme] Expired bearer token is rejected when attempting to update current theme settings
EI,EI-E1385,EI-R30,,Edge_Teacher_Theme,EI-T623,[Theme] Omitting the required field 'theme_id' is rejected when attempting to apply a new theme to profile
EI,EI-E1386,EI-R30,,Edge_Teacher_Theme,EI-T627,[Theme] Omitting the required field 'theme_name' is rejected when attempting to update current theme settings
EI,EI-E1387,EI-R30,,Edge_Teacher_Theme,EI-T633,[Theme] Removing a theme with dependent records leaves no orphaned data
EI,EI-E1388,EI-R30,,Edge_Teacher_Theme,EI-T631,[Theme] Repeating the removal of an already deleted theme is handled safely
EI,EI-E1389,EI-R30,,Edge_Teacher_Theme,EI-T626,[Theme] Script payload in 'theme_id' is neutralised when attempting to apply a new theme to profile
EI,EI-E1390,EI-R30,,Edge_Teacher_Theme,EI-T630,[Theme] Script payload in 'theme_name' is neutralised when attempting to update current theme settings
EI,EI-E1391,EI-R30,,Edge_Teacher_Theme,EI-T628,[Theme] Simultaneous updates to one theme resolve deterministically
EI,EI-E1392,EI-R31,Paul,Edge_Teacher_Students,EI-T639,[Students] Deprecated operation to bulk student creation moved to Staff-Admin API no longer mutates data
EI,EI-E1393,EI-R31,Paul,Edge_Teacher_Students,EI-T634,[Students] Deprecated operation to submit student creation moved to Staff-Admin API no longer mutates data
EI,EI-E1394,EI-R31,Paul,Edge_Teacher_Students,EI-T636,[Students] Duplicate submission does not create a duplicate student
EI,EI-E1395,EI-R31,Paul,Edge_Teacher_Students,EI-T640,[Students] Expired bearer token is rejected when attempting to bulk student creation moved to Staff-Admin API
EI,EI-E1396,EI-R31,Paul,Edge_Teacher_Students,EI-T635,[Students] Expired bearer token is rejected when attempting to submit student creation moved to Staff-Admin API
EI,EI-E1397,EI-R31,Paul,Edge_Teacher_Students,EI-T637,[Students] Missing Authorization header is rejected when attempting to submit student creation moved to Staff-Admin API
EI,EI-E1398,EI-R31,Paul,Edge_Teacher_Students,EI-T638,[Students] Omitting the required field 'file' is rejected when attempting to bulk student creation moved to Staff-Admin API
EI,EI-E1399,EI-R31,Paul,Edge_Teacher_Students,EI-T641,[Students] Script payload in 'file' is neutralised when attempting to bulk student creation moved to Staff-Admin API
EI,EI-E1400,EI-R32,Paul,Edge_Teacher_Features,EI-T651,[Features] Empty result set is returned correctly when attempting to retrieve district subscription plan for the authenticated teacher
EI,EI-E1401,EI-R32,Paul,Edge_Teacher_Features,EI-T643,[Features] Empty result set is returned correctly when attempting to retrieve effective feature flags for the authenticated teacher
EI,EI-E1402,EI-R32,Paul,Edge_Teacher_Features,EI-T647,[Features] Empty result set is returned correctly when attempting to retrieve school and district plan for the authenticated teacher
EI,EI-E1403,EI-R32,Paul,Edge_Teacher_Features,EI-T649,[Features] Empty result set is returned correctly when attempting to retrieve school details for the authenticated teacher
EI,EI-E1404,EI-R32,Paul,Edge_Teacher_Features,EI-T650,[Features] Expired bearer token is rejected when attempting to retrieve district subscription plan for the authenticated teacher
EI,EI-E1405,EI-R32,Paul,Edge_Teacher_Features,EI-T642,[Features] Expired bearer token is rejected when attempting to retrieve effective feature flags for the authenticated teacher
EI,EI-E1406,EI-R32,Paul,Edge_Teacher_Features,EI-T646,[Features] Expired bearer token is rejected when attempting to retrieve school and district plan for the authenticated teacher
EI,EI-E1407,EI-R32,Paul,Edge_Teacher_Features,EI-T648,[Features] Expired bearer token is rejected when attempting to retrieve school details for the authenticated teacher
EI,EI-E1408,EI-R32,Paul,Edge_Teacher_Features,EI-T652,[Features] Malformed class code identifier is rejected when attempting to retrieve teacher-made assignment creation quota per class
EI,EI-E1409,EI-R32,Paul,Edge_Teacher_Features,EI-T644,[Features] Malformed feature name identifier is rejected when attempting to get effective status for a single feature
EI,EI-E1410,EI-R32,Paul,Edge_Teacher_Features,EI-T653,[Features] Unknown class code identifier returns not found when attempting to retrieve teacher-made assignment creation quota per class
EI,EI-E1411,EI-R32,Paul,Edge_Teacher_Features,EI-T645,[Features] Unknown feature name identifier returns not found when attempting to get effective status for a single feature
EI,EI-E1412,EI-R33,Arnold,Edge_Student_Accounts,EI-T674,[Accounts] Duplicate submission does not create a duplicate account (2)
EI,EI-E1413,EI-R33,Arnold,Edge_Student_Accounts,EI-T664,[Accounts] Expired bearer token is rejected when attempting to add a profile picture if I don't have one already (2)
EI,EI-E1414,EI-R33,Arnold,Edge_Student_Accounts,EI-T675,[Accounts] Expired bearer token is rejected when attempting to change my password by providing my current password (2)
EI,EI-E1415,EI-R33,Arnold,Edge_Student_Accounts,EI-T671,[Accounts] Expired bearer token is rejected when attempting to delete my profile picture (2)
EI,EI-E1416,EI-R33,Arnold,Edge_Student_Accounts,EI-T657,[Accounts] Expired bearer token is rejected when attempting to search for teachers
EI,EI-E1417,EI-R33,Arnold,Edge_Student_Accounts,EI-T660,[Accounts] Expired bearer token is rejected when attempting to update my contact person information
EI,EI-E1418,EI-R33,Arnold,Edge_Student_Accounts,EI-T668,[Accounts] Expired bearer token is rejected when attempting to update my profile picture (2)
EI,EI-E1419,EI-R33,Arnold,Edge_Student_Accounts,EI-T663,[Accounts] Interrupted upload leaves no orphaned asset when attempting to add a profile picture if I don't have one already (2)
EI,EI-E1420,EI-R33,Arnold,Edge_Student_Accounts,EI-T667,[Accounts] Interrupted upload leaves no orphaned asset when attempting to update my profile picture (2)
EI,EI-E1421,EI-R33,Arnold,Edge_Student_Accounts,EI-T654,[Accounts] Malformed account identifier is rejected when attempting to fetch my account data
EI,EI-E1422,EI-R33,Arnold,Edge_Student_Accounts,EI-T673,[Accounts] Omitting the required field 'current_password' is rejected when attempting to change my password by providing my current password (2)
EI,EI-E1423,EI-R33,Arnold,Edge_Student_Accounts,EI-T662,[Accounts] Omitting the required field 'file' is rejected when attempting to add a profile picture if I don't have one already (2)
EI,EI-E1424,EI-R33,Arnold,Edge_Student_Accounts,EI-T666,[Accounts] Omitting the required field 'file' is rejected when attempting to update my profile picture (2)
EI,EI-E1425,EI-R33,Arnold,Edge_Student_Accounts,EI-T658,[Accounts] Omitting the required field 'first_name' is rejected when attempting to update my contact person information
EI,EI-E1426,EI-R33,Arnold,Edge_Student_Accounts,EI-T656,[Accounts] Out-of-range 'page' value is handled safely when attempting to search for teachers
EI,EI-E1427,EI-R33,Arnold,Edge_Student_Accounts,EI-T672,[Accounts] Removing an account with dependent records leaves no orphaned data
EI,EI-E1428,EI-R33,Arnold,Edge_Student_Accounts,EI-T670,[Accounts] Repeating the removal of an already deleted account is handled safely
EI,EI-E1429,EI-R33,Arnold,Edge_Student_Accounts,EI-T676,[Accounts] Script payload in 'current_password' is neutralised when attempting to change my password by providing my current password (2)
EI,EI-E1430,EI-R33,Arnold,Edge_Student_Accounts,EI-T665,[Accounts] Script payload in 'file' is neutralised when attempting to add a profile picture if I don't have one already (2)
EI,EI-E1431,EI-R33,Arnold,Edge_Student_Accounts,EI-T669,[Accounts] Script payload in 'file' is neutralised when attempting to update my profile picture (2)
EI,EI-E1432,EI-R33,Arnold,Edge_Student_Accounts,EI-T661,[Accounts] Script payload in 'first_name' is neutralised when attempting to update my contact person information
EI,EI-E1433,EI-R33,Arnold,Edge_Student_Accounts,EI-T655,[Accounts] Unknown account identifier returns not found when attempting to fetch my account data
EI,EI-E1434,EI-R33,Arnold,Edge_Student_Accounts,EI-T659,[Accounts] Unknown account identifier returns not found when attempting to update my contact person information
EI,EI-E1435,EI-R34,Khyne,Edge_Student_Dashboard,EI-T678,[Dashboard] Empty result set is returned correctly when attempting to fetch my achievement badges
EI,EI-E1436,EI-R34,Khyne,Edge_Student_Dashboard,EI-T682,[Dashboard] Empty result set is returned correctly when attempting to fetch my GPA (overall + per-class)
EI,EI-E1437,EI-R34,Khyne,Edge_Student_Dashboard,EI-T680,[Dashboard] Empty result set is returned correctly when attempting to fetch my grade distribution (histogram buckets)
EI,EI-E1438,EI-R34,Khyne,Edge_Student_Dashboard,EI-T688,[Dashboard] Empty result set is returned correctly when attempting to fetch statistics for assignments (2)
EI,EI-E1439,EI-R34,Khyne,Edge_Student_Dashboard,EI-T686,[Dashboard] Empty result set is returned correctly when attempting to fetch statistics for classes (2)
EI,EI-E1440,EI-R34,Khyne,Edge_Student_Dashboard,EI-T690,[Dashboard] Empty result set is returned correctly when attempting to fetch statistics for classes (3)
EI,EI-E1441,EI-R34,Khyne,Edge_Student_Dashboard,EI-T677,[Dashboard] Expired bearer token is rejected when attempting to fetch my achievement badges
EI,EI-E1442,EI-R34,Khyne,Edge_Student_Dashboard,EI-T681,[Dashboard] Expired bearer token is rejected when attempting to fetch my GPA (overall + per-class)
EI,EI-E1443,EI-R34,Khyne,Edge_Student_Dashboard,EI-T679,[Dashboard] Expired bearer token is rejected when attempting to fetch my grade distribution (histogram buckets)
EI,EI-E1444,EI-R34,Khyne,Edge_Student_Dashboard,EI-T687,[Dashboard] Expired bearer token is rejected when attempting to fetch statistics for assignments (2)
EI,EI-E1445,EI-R34,Khyne,Edge_Student_Dashboard,EI-T685,[Dashboard] Expired bearer token is rejected when attempting to fetch statistics for classes (2)
EI,EI-E1446,EI-R34,Khyne,Edge_Student_Dashboard,EI-T689,[Dashboard] Expired bearer token is rejected when attempting to fetch statistics for classes (3)
EI,EI-E1447,EI-R34,Khyne,Edge_Student_Dashboard,EI-T684,[Dashboard] Expired bearer token is rejected when attempting to fetch upcoming assignments by due date
EI,EI-E1448,EI-R34,Khyne,Edge_Student_Dashboard,EI-T683,[Dashboard] Out-of-range 'limit' value is handled safely when attempting to fetch upcoming assignments by due date
EI,EI-E1449,EI-R35,Khyne,Edge_Student_Classes,EI-T703,[Classes] Expired bearer token is rejected when attempting to cancel a pending request to join a class
EI,EI-E1450,EI-R35,Khyne,Edge_Student_Classes,EI-T692,[Classes] Expired bearer token is rejected when attempting to fetch all classes I am enrolled in
EI,EI-E1451,EI-R35,Khyne,Edge_Student_Classes,EI-T697,[Classes] Expired bearer token is rejected when attempting to join a class using its code
EI,EI-E1452,EI-R35,Khyne,Edge_Student_Classes,EI-T700,[Classes] Expired bearer token is rejected when attempting to request to leave a class
EI,EI-E1453,EI-R35,Khyne,Edge_Student_Classes,EI-T701,[Classes] Malformed class code identifier is rejected when attempting to cancel a pending request to join a class
EI,EI-E1454,EI-R35,Khyne,Edge_Student_Classes,EI-T693,[Classes] Malformed class code identifier is rejected when attempting to fetch a class by its code (2)
EI,EI-E1455,EI-R35,Khyne,Edge_Student_Classes,EI-T695,[Classes] Malformed class code identifier is rejected when attempting to join a class using its code
EI,EI-E1456,EI-R35,Khyne,Edge_Student_Classes,EI-T698,[Classes] Malformed class code identifier is rejected when attempting to request to leave a class
EI,EI-E1457,EI-R35,Khyne,Edge_Student_Classes,EI-T704,[Classes] Malformed class identifier is rejected when attempting to fetch class announcements
EI,EI-E1458,EI-R35,Khyne,Edge_Student_Classes,EI-T691,[Classes] Out-of-range 'page_num' value is handled safely when attempting to fetch all classes I am enrolled in
EI,EI-E1459,EI-R35,Khyne,Edge_Student_Classes,EI-T702,[Classes] Unknown class code identifier returns not found when attempting to cancel a pending request to join a class
EI,EI-E1460,EI-R35,Khyne,Edge_Student_Classes,EI-T694,[Classes] Unknown class code identifier returns not found when attempting to fetch a class by its code (2)
EI,EI-E1461,EI-R35,Khyne,Edge_Student_Classes,EI-T696,[Classes] Unknown class code identifier returns not found when attempting to join a class using its code
EI,EI-E1462,EI-R35,Khyne,Edge_Student_Classes,EI-T699,[Classes] Unknown class code identifier returns not found when attempting to request to leave a class
EI,EI-E1463,EI-R35,Khyne,Edge_Student_Classes,EI-T705,[Classes] Unknown class identifier returns not found when attempting to fetch class announcements
EI,EI-E1464,EI-R36,Paul,Edge_Student_Assignments,EI-T724,[Assignments] Expired bearer token is rejected when attempting to report a browser-lockdown violation for an assignment attempt
EI,EI-E1465,EI-R36,,Edge_Student_Assignments,EI-T716,[Assignments] Expired bearer token is rejected when attempting to save all my answers for an assignment
EI,EI-E1466,EI-R36,,Edge_Student_Assignments,EI-T720,[Assignments] Expired bearer token is rejected when attempting to submit an answer for an assignment
EI,EI-E1467,EI-R36,,Edge_Student_Assignments,EI-T712,[Assignments] Malformed assignment identifier is rejected when attempting to answer a specific assignment
EI,EI-E1468,EI-R36,,Edge_Student_Assignments,EI-T710,[Assignments] Malformed assignment identifier is rejected when attempting to fetch a specific assignment
EI,EI-E1469,EI-R36,,Edge_Student_Assignments,EI-T726,[Assignments] Malformed assignment identifier is rejected when attempting to fetch a specific submission for review
EI,EI-E1470,EI-R36,,Edge_Student_Assignments,EI-T706,[Assignments] Malformed class code identifier is rejected when attempting to fetch all assignments
EI,EI-E1471,EI-R36,,Edge_Student_Assignments,EI-T708,[Assignments] Malformed class code identifier is rejected when attempting to fetch my total average grade for a class
EI,EI-E1472,EI-R36,,Edge_Student_Assignments,EI-T714,[Assignments] Omitting the required field 'answers' is rejected when attempting to save all my answers for an assignment
EI,EI-E1473,EI-R36,,Edge_Student_Assignments,EI-T718,[Assignments] Omitting the required field 'answers' is rejected when attempting to submit an answer for an assignment
EI,EI-E1474,EI-R36,,Edge_Student_Assignments,EI-T722,[Assignments] Omitting the required field 'type' is rejected when attempting to report a browser-lockdown violation for an assignment attempt
EI,EI-E1475,EI-R36,,Edge_Student_Assignments,EI-T717,[Assignments] Script payload in 'answers' is neutralised when attempting to save all my answers for an assignment
EI,EI-E1476,EI-R36,,Edge_Student_Assignments,EI-T721,[Assignments] Script payload in 'answers' is neutralised when attempting to submit an answer for an assignment
EI,EI-E1477,EI-R36,,Edge_Student_Assignments,EI-T725,[Assignments] Script payload in 'type' is neutralised when attempting to report a browser-lockdown violation for an assignment attempt
EI,EI-E1478,EI-R36,,Edge_Student_Assignments,EI-T713,[Assignments] Unknown assignment identifier returns not found when attempting to answer a specific assignment
EI,EI-E1479,EI-R36,,Edge_Student_Assignments,EI-T711,[Assignments] Unknown assignment identifier returns not found when attempting to fetch a specific assignment
EI,EI-E1480,EI-R36,,Edge_Student_Assignments,EI-T727,[Assignments] Unknown assignment identifier returns not found when attempting to fetch a specific submission for review
EI,EI-E1481,EI-R36,,Edge_Student_Assignments,EI-T723,[Assignments] Unknown assignment identifier returns not found when attempting to report a browser-lockdown violation for an assignment attempt
EI,EI-E1482,EI-R36,,Edge_Student_Assignments,EI-T715,[Assignments] Unknown assignment identifier returns not found when attempting to save all my answers for an assignment
EI,EI-E1483,EI-R36,,Edge_Student_Assignments,EI-T719,[Assignments] Unknown assignment identifier returns not found when attempting to submit an answer for an assignment
EI,EI-E1484,EI-R36,,Edge_Student_Assignments,EI-T707,[Assignments] Unknown class code identifier returns not found when attempting to fetch all assignments
EI,EI-E1485,EI-R36,,Edge_Student_Assignments,EI-T709,[Assignments] Unknown class code identifier returns not found when attempting to fetch my total average grade for a class
EI,EI-E1486,EI-R37,Khyne,Edge_Student_Theme,EI-T731,[Theme] Duplicate submission does not create a duplicate theme (2)
EI,EI-E1487,EI-R37,Khyne,Edge_Student_Theme,EI-T729,[Theme] Empty result set is returned correctly when attempting to get current profile theme information (2)
EI,EI-E1488,EI-R37,Khyne,Edge_Student_Theme,EI-T732,[Theme] Expired bearer token is rejected when attempting to apply a new theme to profile (2)
